model,leg,previous_date,date,universe_size_previous,universe_size_current,universe_overlap_count,universe_one_way_turnover,position_count_previous,position_count_current,previous_positions_available_current,retained_positions,total_leg_one_way_turnover,forced_by_sample_universe_turnover,additional_reranking_turnover,conditional_retention_if_asset_available
FinPFN,long,2018-03-31,2018-04-30,500,500,45,0.91,50,50,3,1,0.98,0.94,0.04,0.3333333333333333
FinPFN,long,2018-04-30,2018-05-31,500,500,52,0.896,50,50,4,0,1.0,0.92,0.08,0.0
FinPFN,long,2018-05-31,2018-06-30,500,500,52,0.896,50,50,7,0,1.0,0.86,0.14,0.0
FinPFN,long,2018-06-30,2018-07-31,500,500,54,0.892,50,50,7,1,0.98,0.86,0.12,0.14285714285714285
FinPFN,long,2018-07-31,2018-08-31,500,500,40,0.92,50,50,3,0,1.0,0.94,0.06,0.0
FinPFN,long,2018-08-31,2018-09-30,500,500,51,0.898,50,50,2,0,1.0,0.96,0.04,0.0
FinPFN,long,2018-09-30,2018-10-31,500,500,46,0.908,50,50,4,1,0.98,0.92,0.06,0.25
FinPFN,long,2018-10-31,2018-11-30,500,500,41,0.918,50,50,3,0,1.0,0.94,0.06,0.0
FinPFN,long,2018-11-30,2018-12-31,500,500,46,0.908,50,50,5,0,1.0,0.9,0.1,0.0
FinPFN,long,2018-12-31,2019-01-31,500,500,44,0.912,50,50,8,0,1.0,0.84,0.16,0.0
FinPFN,long,2019-01-31,2019-02-28,500,500,50,0.9,50,50,4,0,1.0,0.92,0.08,0.0
FinPFN,long,2019-02-28,2019-03-31,500,500,57,0.886,50,50,3,1,0.98,0.94,0.04,0.3333333333333333
FinPFN,long,2019-03-31,2019-04-30,500,500,52,0.896,50,50,7,2,0.96,0.86,0.1,0.2857142857142857
FinPFN,long,2019-04-30,2019-05-31,500,500,46,0.908,50,50,4,0,1.0,0.92,0.08,0.0
FinPFN,long,2019-05-31,2019-06-30,500,500,45,0.91,50,50,4,1,0.98,0.92,0.06,0.25
FinPFN,long,2019-06-30,2019-07-31,500,500,50,0.9,50,50,3,0,1.0,0.94,0.06,0.0
FinPFN,long,2019-07-31,2019-08-31,500,500,42,0.916,50,50,5,2,0.96,0.9,0.06,0.4
FinPFN,long,2019-08-31,2019-09-30,500,500,50,0.9,50,50,6,2,0.96,0.88,0.08,0.3333333333333333
FinPFN,long,2019-09-30,2019-10-31,500,500,39,0.922,50,50,5,0,1.0,0.9,0.1,0.0
FinPFN,long,2019-10-31,2019-11-30,500,500,41,0.918,50,50,4,1,0.98,0.92,0.06,0.25
FinPFN,long,2019-11-30,2019-12-31,500,500,36,0.928,50,50,3,1,0.98,0.94,0.04,0.3333333333333333
FinPFN,long,2019-12-31,2020-01-31,500,500,47,0.906,50,50,5,2,0.96,0.9,0.06,0.4
FinPFN,long,2020-01-31,2020-02-29,500,500,47,0.906,50,50,5,0,1.0,0.9,0.1,0.0
FinPFN,long,2020-02-29,2020-03-31,500,500,48,0.904,50,50,7,2,0.96,0.86,0.1,0.2857142857142857
FinPFN,long,2020-03-31,2020-04-30,500,500,41,0.918,50,50,6,1,0.98,0.88,0.1,0.16666666666666666
FinPFN,long,2020-04-30,2020-05-31,500,500,54,0.892,50,50,5,0,1.0,0.9,0.1,0.0
FinPFN,long,2020-05-31,2020-06-30,500,500,43,0.914,50,50,8,2,0.96,0.84,0.12,0.25
FinPFN,long,2020-06-30,2020-07-31,500,500,48,0.904,50,50,4,0,1.0,0.92,0.08,0.0
FinPFN,long,2020-07-31,2020-08-31,500,500,39,0.922,50,50,5,2,0.96,0.9,0.06,0.4
FinPFN,long,2020-08-31,2020-09-30,500,500,39,0.922,50,50,4,1,0.98,0.92,0.06,0.25
FinPFN,long,2020-09-30,2020-10-31,500,500,46,0.908,50,50,3,2,0.96,0.94,0.02,0.6666666666666666
FinPFN,long,2020-10-31,2020-11-30,500,500,35,0.9299999999999999,50,50,4,0,1.0,0.92,0.08,0.0
FinPFN,long,2020-11-30,2020-12-31,500,500,53,0.894,50,50,6,2,0.96,0.88,0.08,0.3333333333333333
FinPFN,long,2020-12-31,2021-01-31,500,500,46,0.908,50,50,7,2,0.96,0.86,0.1,0.2857142857142857
FinPFN,long,2021-01-31,2021-02-28,500,500,40,0.92,50,50,5,2,0.96,0.9,0.06,0.4
FinPFN,long,2021-02-28,2021-03-31,500,500,48,0.904,50,50,3,1,0.98,0.94,0.04,0.3333333333333333
FinPFN,long,2021-03-31,2021-04-30,500,500,35,0.9299999999999999,50,50,5,1,0.98,0.9,0.08,0.2
FinPFN,long,2021-04-30,2021-05-31,500,500,53,0.894,50,50,6,0,1.0,0.88,0.12,0.0
FinPFN,long,2021-05-31,2021-06-30,500,500,34,0.9319999999999999,50,50,5,2,0.96,0.9,0.06,0.4
FinPFN,long,2021-06-30,2021-07-31,500,500,47,0.906,50,50,6,3,0.94,0.88,0.06,0.5
FinPFN,long,2021-07-31,2021-08-31,500,500,36,0.928,50,50,4,0,1.0,0.92,0.08,0.0
FinPFN,long,2021-08-31,2021-09-30,500,500,49,0.902,50,50,3,1,0.98,0.94,0.04,0.3333333333333333
FinPFN,long,2021-09-30,2021-10-31,500,500,35,0.9299999999999999,50,50,1,0,1.0,0.98,0.02,0.0
FinPFN,long,2021-10-31,2021-11-30,500,500,35,0.9299999999999999,50,50,8,0,1.0,0.84,0.16,0.0
FinPFN,long,2021-11-30,2021-12-31,500,500,41,0.918,50,50,5,2,0.96,0.9,0.06,0.4
LightGBM,short,2010-02-28,2010-03-31,500,500,53,0.894,50,50,5,2,0.96,0.9,0.06,0.4
LightGBM,short,2010-03-31,2010-04-30,500,500,47,0.906,50,50,7,1,0.98,0.86,0.12,0.14285714285714285
LightGBM,short,2010-04-30,2010-05-31,500,500,47,0.906,50,50,6,2,0.96,0.88,0.08,0.3333333333333333
LightGBM,short,2010-05-31,2010-06-30,500,500,40,0.92,50,50,5,1,0.98,0.9,0.08,0.2
LightGBM,short,2010-06-30,2010-07-31,500,500,46,0.908,50,50,4,1,0.98,0.92,0.06,0.25
LightGBM,short,2010-07-31,2010-08-31,500,500,55,0.89,50,50,7,1,0.98,0.86,0.12,0.14285714285714285
LightGBM,short,2010-08-31,2010-09-30,500,500,28,0.944,50,50,5,2,0.96,0.9,0.06,0.4
LightGBM,short,2010-09-30,2010-10-31,500,500,49,0.902,50,50,5,1,0.98,0.9,0.08,0.2
LightGBM,short,2010-10-31,2010-11-30,500,500,37,0.926,50,50,5,1,0.98,0.9,0.08,0.2
LightGBM,short,2010-11-30,2010-12-31,500,500,32,0.9359999999999999,50,50,2,0,1.0,0.96,0.04,0.0
LightGBM,short,2010-12-31,2011-01-31,500,500,45,0.91,50,50,4,0,1.0,0.92,0.08,0.0
LightGBM,short,2011-01-31,2011-02-28,500,500,48,0.904,50,50,5,0,1.0,0.9,0.1,0.0
LightGBM,short,2011-02-28,2011-03-31,500,500,48,0.904,50,50,1,0,1.0,0.98,0.02,0.0
LightGBM,short,2011-03-31,2011-04-30,500,500,40,0.92,50,50,7,4,0.92,0.86,0.06,0.5714285714285714
LightGBM,short,2011-04-30,2011-05-31,500,500,48,0.904,50,50,5,1,0.98,0.9,0.08,0.2
LightGBM,short,2011-05-31,2011-06-30,500,500,36,0.928,50,50,4,0,1.0,0.92,0.08,0.0
LightGBM,short,2011-06-30,2011-07-31,500,500,51,0.898,50,50,9,1,0.98,0.8200000000000001,0.16,0.1111111111111111
LightGBM,short,2011-07-31,2011-08-31,500,500,36,0.928,50,50,3,2,0.96,0.94,0.02,0.6666666666666666
LightGBM,short,2011-08-31,2011-09-30,500,500,44,0.912,50,50,0,0,1.0,1.0,0.0,
LightGBM,short,2011-09-30,2011-10-31,500,500,39,0.922,50,50,0,0,1.0,1.0,0.0,
LightGBM,short,2011-10-31,2011-11-30,500,500,44,0.912,50,50,5,1,0.98,0.9,0.08,0.2
LightGBM,short,2011-11-30,2011-12-31,500,500,44,0.912,50,50,2,2,0.96,0.96,0.0,1.0
LightGBM,short,2011-12-31,2012-01-31,500,500,38,0.924,50,50,6,2,0.96,0.88,0.08,0.3333333333333333
LightGBM,short,2012-01-31,2012-02-29,500,500,42,0.916,50,50,4,1,0.98,0.92,0.06,0.25
LightGBM,short,2012-02-29,2012-03-31,500,500,51,0.898,50,50,4,1,0.98,0.92,0.06,0.25
LightGBM,short,2012-03-31,2012-04-30,500,500,29,0.942,50,50,4,2,0.96,0.92,0.04,0.5
LightGBM,short,2012-04-30,2012-05-31,500,500,49,0.902,50,50,4,1,0.98,0.92,0.06,0.25
LightGBM,short,2012-05-31,2012-06-30,500,500,47,0.906,50,50,7,3,0.94,0.86,0.08,0.42857142857142855
LightGBM,short,2012-06-30,2012-07-31,500,500,38,0.924,50,50,4,0,1.0,0.92,0.08,0.0
LightGBM,short,2012-07-31,2012-08-31,500,500,39,0.922,50,50,5,1,0.98,0.9,0.08,0.2
LightGBM,short,2012-08-31,2012-09-30,500,500,56,0.888,50,50,3,1,0.98,0.94,0.04,0.3333333333333333
LightGBM,short,2012-09-30,2012-10-31,500,500,46,0.908,50,50,5,2,0.96,0.9,0.06,0.4
LightGBM,short,2012-10-31,2012-11-30,500,500,37,0.926,50,50,5,2,0.96,0.9,0.06,0.4
LightGBM,short,2012-11-30,2012-12-31,500,500,59,0.882,50,50,2,2,0.96,0.96,0.0,1.0
LightGBM,short,2012-12-31,2013-01-31,500,500,48,0.904,50,50,3,1,0.98,0.94,0.04,0.3333333333333333
LightGBM,short,2013-01-31,2013-02-28,500,500,61,0.878,50,50,5,1,0.98,0.9,0.08,0.2
LightGBM,short,2013-02-28,2013-03-31,500,500,61,0.878,50,50,5,1,0.98,0.9,0.08,0.2
LightGBM,short,2013-03-31,2013-04-30,500,500,37,0.926,50,50,4,0,1.0,0.92,0.08,0.0
LightGBM,short,2013-04-30,2013-05-31,500,500,58,0.884,50,50,8,0,1.0,0.84,0.16,0.0
LightGBM,short,2013-05-31,2013-06-30,500,500,50,0.9,50,50,6,0,1.0,0.88,0.12,0.0
LightGBM,short,2013-06-30,2013-07-31,500,500,54,0.892,50,50,6,1,0.98,0.88,0.1,0.16666666666666666
LightGBM,short,2013-07-31,2013-08-31,500,500,41,0.918,50,50,6,4,0.92,0.88,0.04,0.6666666666666666
LightGBM,short,2013-08-31,2013-09-30,500,500,58,0.884,50,50,6,2,0.96,0.88,0.08,0.3333333333333333
LightGBM,short,2013-09-30,2013-10-31,500,500,50,0.9,50,50,6,2,0.96,0.88,0.08,0.3333333333333333
LightGBM,short,2013-10-31,2013-11-30,500,500,37,0.926,50,50,5,0,1.0,0.9,0.1,0.0
LightGBM,short,2013-11-30,2013-12-31,500,500,41,0.918,50,50,4,2,0.96,0.92,0.04,0.5
LightGBM,short,2013-12-31,2014-01-31,500,500,42,0.916,50,50,7,5,0.9,0.86,0.04,0.7142857142857143
LightGBM,short,2014-01-31,2014-02-28,500,500,39,0.922,50,50,2,1,0.98,0.96,0.02,0.5
LightGBM,short,2014-02-28,2014-03-31,500,500,55,0.89,50,50,5,1,0.98,0.9,0.08,0.2
LightGBM,short,2014-03-31,2014-04-30,500,500,51,0.898,50,50,3,0,1.0,0.94,0.06,0.0
LightGBM,short,2014-04-30,2014-05-31,500,500,53,0.894,50,50,9,6,0.88,0.8200000000000001,0.06,0.6666666666666666
LightGBM,short,2014-05-31,2014-06-30,500,500,47,0.906,50,50,3,1,0.98,0.94,0.04,0.3333333333333333
LightGBM,short,2014-06-30,2014-07-31,500,500,47,0.906,50,50,6,0,1.0,0.88,0.12,0.0
LightGBM,short,2014-07-31,2014-08-31,500,500,52,0.896,50,50,7,3,0.94,0.86,0.08,0.42857142857142855
LightGBM,short,2014-08-31,2014-09-30,500,500,45,0.91,50,50,5,0,1.0,0.9,0.1,0.0
LightGBM,short,2014-09-30,2014-10-31,500,500,53,0.894,50,50,3,1,0.98,0.94,0.04,0.3333333333333333
LightGBM,short,2014-10-31,2014-11-30,500,500,41,0.918,50,50,4,0,1.0,0.92,0.08,0.0
LightGBM,short,2014-11-30,2014-12-31,500,500,40,0.92,50,50,3,2,0.96,0.94,0.02,0.6666666666666666
LightGBM,short,2014-12-31,2015-01-31,500,500,45,0.91,50,50,5,3,0.94,0.9,0.04,0.6
LightGBM,short,2015-01-31,2015-02-28,500,500,43,0.914,50,50,4,1,0.98,0.92,0.06,0.25
LightGBM,short,2015-02-28,2015-03-31,500,500,42,0.916,50,50,4,1,0.98,0.92,0.06,0.25
LightGBM,short,2015-03-31,2015-04-30,500,500,51,0.898,50,50,4,1,0.98,0.92,0.06,0.25
LightGBM,short,2015-04-30,2015-05-31,500,500,40,0.92,50,50,3,1,0.98,0.94,0.04,0.3333333333333333
LightGBM,short,2015-05-31,2015-06-30,500,500,52,0.896,50,50,3,2,0.96,0.94,0.02,0.6666666666666666
LightGBM,short,2015-06-30,2015-07-31,500,500,54,0.892,50,50,7,2,0.96,0.86,0.1,0.2857142857142857
LightGBM,short,2015-07-31,2015-08-31,500,500,37,0.926,50,50,3,1,0.98,0.94,0.04,0.3333333333333333
LightGBM,short,2015-08-31,2015-09-30,500,500,52,0.896,50,50,7,2,0.96,0.86,0.1,0.2857142857142857
LightGBM,short,2015-09-30,2015-10-31,500,500,42,0.916,50,50,4,2,0.96,0.92,0.04,0.5
LightGBM,short,2015-10-31,2015-11-30,500,500,40,0.92,50,50,9,1,0.98,0.8200000000000001,0.16,0.1111111111111111
LightGBM,short,2015-11-30,2015-12-31,500,500,41,0.918,50,50,2,1,0.98,0.96,0.02,0.5
LightGBM,short,2015-12-31,2016-01-31,500,500,31,0.938,50,50,2,1,0.98,0.96,0.02,0.5
LightGBM,short,2016-01-31,2016-02-29,500,500,51,0.898,50,50,5,2,0.96,0.9,0.06,0.4
LightGBM,short,2016-02-29,2016-03-31,500,500,47,0.906,50,50,4,3,0.94,0.92,0.02,0.75
LightGBM,short,2016-03-31,2016-04-30,500,500,41,0.918,50,50,3,1,0.98,0.94,0.04,0.3333333333333333
LightGBM,short,2016-04-30,2016-05-31,500,500,51,0.898,50,50,8,4,0.92,0.84,0.08,0.5
LightGBM,short,2016-05-31,2016-06-30,500,500,53,0.894,50,50,5,1,0.98,0.9,0.08,0.2
LightGBM,short,2016-06-30,2016-07-31,500,500,51,0.898,50,50,4,1,0.98,0.92,0.06,0.25
LightGBM,short,2016-07-31,2016-08-31,500,500,49,0.902,50,50,6,4,0.92,0.88,0.04,0.6666666666666666
LightGBM,short,2016-08-31,2016-09-30,500,500,49,0.902,50,50,6,3,0.94,0.88,0.06,0.5
LightGBM,short,2016-09-30,2016-10-31,500,500,48,0.904,50,50,6,2,0.96,0.88,0.08,0.3333333333333333
LightGBM,short,2016-10-31,2016-11-30,500,500,45,0.91,50,50,2,0,1.0,0.96,0.04,0.0
LightGBM,short,2016-11-30,2016-12-31,500,500,43,0.914,50,50,2,0,1.0,0.96,0.04,0.0
LightGBM,short,2016-12-31,2017-01-31,500,500,60,0.88,50,50,5,2,0.96,0.9,0.06,0.4
LightGBM,short,2017-01-31,2017-02-28,500,500,52,0.896,50,50,9,2,0.96,0.8200000000000001,0.14,0.2222222222222222
LightGBM,short,2017-02-28,2017-03-31,500,500,48,0.904,50,50,8,2,0.96,0.84,0.12,0.25
LightGBM,short,2017-03-31,2017-04-30,500,500,50,0.9,50,50,8,4,0.92,0.84,0.08,0.5
LightGBM,short,2017-04-30,2017-05-31,500,500,42,0.916,50,50,6,3,0.94,0.88,0.06,0.5
LightGBM,short,2017-05-31,2017-06-30,500,500,46,0.908,50,50,3,1,0.98,0.94,0.04,0.3333333333333333
LightGBM,short,2017-06-30,2017-07-31,500,500,51,0.898,50,50,8,3,0.94,0.84,0.1,0.375
LightGBM,short,2017-07-31,2017-08-31,500,500,37,0.926,50,50,0,0,1.0,1.0,0.0,
LightGBM,short,2017-08-31,2017-09-30,500,500,41,0.918,50,50,5,1,0.98,0.9,0.08,0.2
LightGBM,short,2017-09-30,2017-10-31,500,500,55,0.89,50,50,10,3,0.94,0.8,0.14,0.3
LightGBM,short,2017-10-31,2017-11-30,500,500,47,0.906,50,50,1,1,0.98,0.98,0.0,1.0
LightGBM,short,2017-11-30,2017-12-31,500,500,47,0.906,50,50,2,1,0.98,0.96,0.02,0.5
LightGBM,short,2017-12-31,2018-01-31,500,500,60,0.88,50,50,9,3,0.94,0.8200000000000001,0.12,0.3333333333333333
LightGBM,short,2018-01-31,2018-02-28,500,500,56,0.888,50,50,6,3,0.94,0.88,0.06,0.5
LightGBM,short,2018-02-28,2018-03-31,500,500,49,0.902,50,50,5,4,0.92,0.9,0.02,0.8
LightGBM,short,2018-03-31,2018-04-30,500,500,45,0.91,50,50,6,3,0.94,0.88,0.06,0.5
LightGBM,short,2018-04-30,2018-05-31,500,500,52,0.896,50,50,7,1,0.98,0.86,0.12,0.14285714285714285
LightGBM,short,2018-05-31,2018-06-30,500,500,52,0.896,50,50,7,4,0.92,0.86,0.06,0.5714285714285714
LightGBM,short,2018-06-30,2018-07-31,500,500,54,0.892,50,50,7,2,0.96,0.86,0.1,0.2857142857142857
LightGBM,short,2018-07-31,2018-08-31,500,500,40,0.92,50,50,4,3,0.94,0.92,0.02,0.75
LightGBM,short,2018-08-31,2018-09-30,500,500,51,0.898,50,50,9,5,0.9,0.8200000000000001,0.08,0.5555555555555556
LightGBM,short,2018-09-30,2018-10-31,500,500,46,0.908,50,50,2,0,1.0,0.96,0.04,0.0
LightGBM,short,2018-10-31,2018-11-30,500,500,41,0.918,50,50,4,2,0.96,0.92,0.04,0.5
LightGBM,short,2018-11-30,2018-12-31,500,500,46,0.908,50,50,7,1,0.98,0.86,0.12,0.14285714285714285
LightGBM,short,2018-12-31,2019-01-31,500,500,44,0.912,50,50,3,3,0.94,0.94,0.0,1.0
LightGBM,short,2019-01-31,2019-02-28,500,500,50,0.9,50,50,4,4,0.92,0.92,0.0,1.0
LightGBM,short,2019-02-28,2019-03-31,500,500,57,0.886,50,50,8,1,0.98,0.84,0.14,0.125
LightGBM,short,2019-03-31,2019-04-30,500,500,52,0.896,50,50,2,1,0.98,0.96,0.02,0.5
LightGBM,short,2019-04-30,2019-05-31,500,500,46,0.908,50,50,5,0,1.0,0.9,0.1,0.0
LightGBM,short,2019-05-31,2019-06-30,500,500,45,0.91,50,50,3,2,0.96,0.94,0.02,0.6666666666666666
LightGBM,short,2019-06-30,2019-07-31,500,500,50,0.9,50,50,4,3,0.94,0.92,0.02,0.75
LightGBM,short,2019-07-31,2019-08-31,500,500,42,0.916,50,50,1,1,0.98,0.98,0.0,1.0
LightGBM,short,2019-08-31,2019-09-30,500,500,50,0.9,50,50,5,1,0.98,0.9,0.08,0.2
LightGBM,short,2019-09-30,2019-10-31,500,500,39,0.922,50,50,3,0,1.0,0.94,0.06,0.0
LightGBM,short,2019-10-31,2019-11-30,500,500,41,0.918,50,50,2,1,0.98,0.96,0.02,0.5
LightGBM,short,2019-11-30,2019-12-31,500,500,36,0.928,50,50,2,0,1.0,0.96,0.04,0.0
LightGBM,short,2019-12-31,2020-01-31,500,500,47,0.906,50,50,5,2,0.96,0.9,0.06,0.4
LightGBM,short,2020-01-31,2020-02-29,500,500,47,0.906,50,50,4,1,0.98,0.92,0.06,0.25
LightGBM,short,2020-02-29,2020-03-31,500,500,48,0.904,50,50,4,3,0.94,0.92,0.02,0.75
LightGBM,short,2020-03-31,2020-04-30,500,500,41,0.918,50,50,3,0,1.0,0.94,0.06,0.0
LightGBM,short,2020-04-30,2020-05-31,500,500,54,0.892,50,50,5,2,0.96,0.9,0.06,0.4
LightGBM,short,2020-05-31,2020-06-30,500,500,43,0.914,50,50,2,1,0.98,0.96,0.02,0.5
LightGBM,short,2020-06-30,2020-07-31,500,500,48,0.904,50,50,7,0,1.0,0.86,0.14,0.0
LightGBM,short,2020-07-31,2020-08-31,500,500,39,0.922,50,50,3,1,0.98,0.94,0.04,0.3333333333333333
LightGBM,short,2020-08-31,2020-09-30,500,500,39,0.922,50,50,3,1,0.98,0.94,0.04,0.3333333333333333
LightGBM,short,2020-09-30,2020-10-31,500,500,46,0.908,50,50,4,2,0.96,0.92,0.04,0.5
LightGBM,short,2020-10-31,2020-11-30,500,500,35,0.9299999999999999,50,50,3,2,0.96,0.94,0.02,0.6666666666666666
LightGBM,short,2020-11-30,2020-12-31,500,500,53,0.894,50,50,7,1,0.98,0.86,0.12,0.14285714285714285
LightGBM,short,2020-12-31,2021-01-31,500,500,46,0.908,50,50,4,0,1.0,0.92,0.08,0.0
LightGBM,short,2021-01-31,2021-02-28,500,500,40,0.92,50,50,1,1,0.98,0.98,0.0,1.0
LightGBM,short,2021-02-28,2021-03-31,500,500,48,0.904,50,50,5,3,0.94,0.9,0.04,0.6
LightGBM,short,2021-03-31,2021-04-30,500,500,35,0.9299999999999999,50,50,3,2,0.96,0.94,0.02,0.6666666666666666
LightGBM,short,2021-04-30,2021-05-31,500,500,53,0.894,50,50,3,1,0.98,0.94,0.04,0.3333333333333333
LightGBM,short,2021-05-31,2021-06-30,500,500,34,0.9319999999999999,50,50,2,1,0.98,0.96,0.02,0.5
LightGBM,short,2021-06-30,2021-07-31,500,500,47,0.906,50,50,8,5,0.9,0.84,0.06,0.625
LightGBM,short,2021-07-31,2021-08-31,500,500,36,0.928,50,50,4,1,0.98,0.92,0.06,0.25
LightGBM,short,2021-08-31,2021-09-30,500,500,49,0.902,50,50,3,2,0.96,0.94,0.02,0.6666666666666666
LightGBM,short,2021-09-30,2021-10-31,500,500,35,0.9299999999999999,50,50,4,3,0.94,0.92,0.02,0.75
LightGBM,short,2021-10-31,2021-11-30,500,500,35,0.9299999999999999,50,50,0,0,1.0,1.0,0.0,
LightGBM,short,2021-11-30,2021-12-31,500,500,41,0.918,50,50,4,1,0.98,0.92,0.06,0.25
LightGBM,long,2010-02-28,2010-03-31,500,500,53,0.894,50,50,5,1,0.98,0.9,0.08,0.2
LightGBM,long,2010-03-31,2010-04-30,500,500,47,0.906,50,50,6,2,0.96,0.88,0.08,0.3333333333333333
LightGBM,long,2010-04-30,2010-05-31,500,500,47,0.906,50,50,4,0,1.0,0.92,0.08,0.0
LightGBM,long,2010-05-31,2010-06-30,500,500,40,0.92,50,50,5,1,0.98,0.9,0.08,0.2
LightGBM,long,2010-06-30,2010-07-31,500,500,46,0.908,50,50,3,0,1.0,0.94,0.06,0.0
LightGBM,long,2010-07-31,2010-08-31,500,500,55,0.89,50,50,1,0,1.0,0.98,0.02,0.0
LightGBM,long,2010-08-31,2010-09-30,500,500,28,0.944,50,50,4,0,1.0,0.92,0.08,0.0
LightGBM,long,2010-09-30,2010-10-31,500,500,49,0.902,50,50,6,1,0.98,0.88,0.1,0.16666666666666666
LightGBM,long,2010-10-31,2010-11-30,500,500,37,0.926,50,50,2,0,1.0,0.96,0.04,0.0
LightGBM,long,2010-11-30,2010-12-31,500,500,32,0.9359999999999999,50,50,2,1,0.98,0.96,0.02,0.5
LightGBM,long,2010-12-31,2011-01-31,500,500,45,0.91,50,50,5,3,0.94,0.9,0.04,0.6
LightGBM,long,2011-01-31,2011-02-28,500,500,48,0.904,50,50,5,3,0.94,0.9,0.04,0.6
LightGBM,long,2011-02-28,2011-03-31,500,500,48,0.904,50,50,8,3,0.94,0.84,0.1,0.375
LightGBM,long,2011-03-31,2011-04-30,500,500,40,0.92,50,50,4,1,0.98,0.92,0.06,0.25
LightGBM,long,2011-04-30,2011-05-31,500,500,48,0.904,50,50,9,1,0.98,0.8200000000000001,0.16,0.1111111111111111
LightGBM,long,2011-05-31,2011-06-30,500,500,36,0.928,50,50,4,3,0.94,0.92,0.02,0.75
LightGBM,long,2011-06-30,2011-07-31,500,500,51,0.898,50,50,6,2,0.96,0.88,0.08,0.3333333333333333
LightGBM,long,2011-07-31,2011-08-31,500,500,36,0.928,50,50,6,1,0.98,0.88,0.1,0.16666666666666666
LightGBM,long,2011-08-31,2011-09-30,500,500,44,0.912,50,50,5,0,1.0,0.9,0.1,0.0
LightGBM,long,2011-09-30,2011-10-31,500,500,39,0.922,50,50,5,1,0.98,0.9,0.08,0.2
LightGBM,long,2011-10-31,2011-11-30,500,500,44,0.912,50,50,6,0,1.0,0.88,0.12,0.0
LightGBM,long,2011-11-30,2011-12-31,500,500,44,0.912,50,50,5,1,0.98,0.9,0.08,0.2
LightGBM,long,2011-12-31,2012-01-31,500,500,38,0.924,50,50,6,1,0.98,0.88,0.1,0.16666666666666666
LightGBM,long,2012-01-31,2012-02-29,500,500,42,0.916,50,50,4,0,1.0,0.92,0.08,0.0
LightGBM,long,2012-02-29,2012-03-31,500,500,51,0.898,50,50,3,0,1.0,0.94,0.06,0.0
LightGBM,long,2012-03-31,2012-04-30,500,500,29,0.942,50,50,2,0,1.0,0.96,0.04,0.0
LightGBM,long,2012-04-30,2012-05-31,500,500,49,0.902,50,50,6,0,1.0,0.88,0.12,0.0
LightGBM,long,2012-05-31,2012-06-30,500,500,47,0.906,50,50,4,3,0.94,0.92,0.02,0.75
LightGBM,long,2012-06-30,2012-07-31,500,500,38,0.924,50,50,6,2,0.96,0.88,0.08,0.3333333333333333
LightGBM,long,2012-07-31,2012-08-31,500,500,39,0.922,50,50,3,2,0.96,0.94,0.02,0.6666666666666666
LightGBM,long,2012-08-31,2012-09-30,500,500,56,0.888,50,50,8,2,0.96,0.84,0.12,0.25
LightGBM,long,2012-09-30,2012-10-31,500,500,46,0.908,50,50,4,2,0.96,0.92,0.04,0.5
LightGBM,long,2012-10-31,2012-11-30,500,500,37,0.926,50,50,1,0,1.0,0.98,0.02,0.0
LightGBM,long,2012-11-30,2012-12-31,500,500,59,0.882,50,50,5,1,0.98,0.9,0.08,0.2
LightGBM,long,2012-12-31,2013-01-31,500,500,48,0.904,50,50,1,1,0.98,0.98,0.0,1.0
LightGBM,long,2013-01-31,2013-02-28,500,500,61,0.878,50,50,6,2,0.96,0.88,0.08,0.3333333333333333
LightGBM,long,2013-02-28,2013-03-31,500,500,61,0.878,50,50,4,1,0.98,0.92,0.06,0.25
LightGBM,long,2013-03-31,2013-04-30,500,500,37,0.926,50,50,5,1,0.98,0.9,0.08,0.2
LightGBM,long,2013-04-30,2013-05-31,500,500,58,0.884,50,50,6,2,0.96,0.88,0.08,0.3333333333333333
LightGBM,long,2013-05-31,2013-06-30,500,500,50,0.9,50,50,7,0,1.0,0.86,0.14,0.0
LightGBM,long,2013-06-30,2013-07-31,500,500,54,0.892,50,50,7,1,0.98,0.86,0.12,0.14285714285714285
LightGBM,long,2013-07-31,2013-08-31,500,500,41,0.918,50,50,7,2,0.96,0.86,0.1,0.2857142857142857
LightGBM,long,2013-08-31,2013-09-30,500,500,58,0.884,50,50,3,1,0.98,0.94,0.04,0.3333333333333333
LightGBM,long,2013-09-30,2013-10-31,500,500,50,0.9,50,50,5,1,0.98,0.9,0.08,0.2
LightGBM,long,2013-10-31,2013-11-30,500,500,37,0.926,50,50,5,3,0.94,0.9,0.04,0.6
LightGBM,long,2013-11-30,2013-12-31,500,500,41,0.918,50,50,6,1,0.98,0.88,0.1,0.16666666666666666
LightGBM,long,2013-12-31,2014-01-31,500,500,42,0.916,50,50,1,1,0.98,0.98,0.0,1.0
LightGBM,long,2014-01-31,2014-02-28,500,500,39,0.922,50,50,6,2,0.96,0.88,0.08,0.3333333333333333
LightGBM,long,2014-02-28,2014-03-31,500,500,55,0.89,50,50,8,3,0.94,0.84,0.1,0.375
LightGBM,long,2014-03-31,2014-04-30,500,500,51,0.898,50,50,4,2,0.96,0.92,0.04,0.5
LightGBM,long,2014-04-30,2014-05-31,500,500,53,0.894,50,50,4,0,1.0,0.92,0.08,0.0
LightGBM,long,2014-05-31,2014-06-30,500,500,47,0.906,50,50,5,1,0.98,0.9,0.08,0.2
